,valid_from,changeset_id,tags_before,changeset_tags
15,2022-09-06 21:54:10+02:00,125873529,{},"{'imagery_used': 'Maxar Premium Imagery', 'changesets_count': '54542', 'host': 'https://www.openstreetmap.org/edit', 'locale': 'en-GB', 'created_by': 'iD 2.21.1', 'comment': 'updated coastline'}"
16,2022-09-06 21:54:10+02:00,125873529,{},"{'imagery_used': 'Maxar Premium Imagery', 'changesets_count': '54542', 'host': 'https://www.openstreetmap.org/edit', 'locale': 'en-GB', 'created_by': 'iD 2.21.1', 'comment': 'updated coastline'}"
17,2015-05-26 23:17:14+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
18,2015-05-26 23:17:14+02:00,31485730,{'source': 'PGS'},"{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
19,2015-05-26 23:17:14+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
20,2013-01-25 01:24:51+01:00,14776046,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (5608 de)', 'comment': 'Western Sahara: Bou Kraa conveyor belt and other stuff (Bing)'}"
21,2015-05-26 23:17:14+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
22,2012-09-05 14:05:52+02:00,12995147,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (5485 de)', 'comment': 'Marokko von GPS und Bing abgemalt'}"
23,2015-05-26 23:57:18+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
24,2015-05-26 23:57:18+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
25,2017-08-25 00:34:07+02:00,51420463,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12545 en)', 'source': 'Bing', 'comment': 'Moroccan Sahara, improve coastline S of El Marsa'}"
26,2015-05-26 23:57:19+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
27,2007-11-24 00:20:53+01:00,604797,"{'source': 'PGS', 'created_by': 'almien_coastlines'}",{}
28,2017-08-25 02:22:01+02:00,51421580,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12545 en)', 'source': 'Bing', 'comment': 'Moroccan Sahara, improve coastline S of El Marsa'}"
29,2017-09-27 01:33:07+02:00,52399828,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
30,2015-05-26 23:57:21+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
31,2015-05-26 23:57:21+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
32,2015-05-26 23:57:22+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
33,2015-05-26 23:57:22+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
34,2015-05-26 23:57:21+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
35,2015-05-26 23:57:22+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
36,2015-05-26 23:57:21+02:00,31485730,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'build': '2.3-650-gad99430', 'created_by': 'Potlatch 2', 'version': '2.3', 'comment': 'boundaries'}"
37,2017-09-27 21:00:09+02:00,52423339,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
38,2017-09-28 00:17:33+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
39,2017-09-28 00:17:33+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
40,2017-09-28 00:17:33+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
41,2017-09-28 00:17:34+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
42,2017-09-28 00:17:34+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
43,2017-09-28 00:17:34+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
44,2017-09-28 00:17:34+02:00,52427331,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
45,2017-09-28 01:02:47+02:00,52427855,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
46,2017-09-28 01:35:57+02:00,52428199,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
47,2017-09-28 01:35:57+02:00,52428199,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
48,2017-09-28 01:35:57+02:00,52428199,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
49,2017-09-28 02:00:18+02:00,52428443,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
50,2017-09-28 02:00:18+02:00,52428443,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
51,2007-12-04 08:44:41+01:00,74645,"{'source': 'PGS', 'created_by': 'almien_coastlines'}",{}
52,2007-11-22 00:53:15+01:00,591517,"{'source': 'PGS', 'created_by': 'almien_coastlines'}",{}
53,2017-09-28 02:00:19+02:00,52428443,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
54,2017-09-28 02:00:19+02:00,52428443,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
55,2017-09-28 02:00:19+02:00,52428443,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
56,2013-12-14 14:15:08+01:00,19447812,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-605-gbec0ea7'}"
57,2013-12-14 14:15:08+01:00,19447812,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-605-gbec0ea7'}"
58,2017-09-28 02:00:20+02:00,52428443,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
59,2010-12-29 10:28:42+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
60,2010-12-29 10:28:58+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
61,2015-05-27 02:05:01+02:00,31490498,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
62,2017-09-29 23:48:46+02:00,52495271,{},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
63,2010-12-29 10:28:33+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
64,2014-11-11 15:24:57+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
65,2014-11-11 15:24:57+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
66,2014-11-11 15:24:57+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
67,2014-11-11 15:24:57+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
68,2014-11-11 15:24:57+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
69,2014-11-11 15:24:58+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
70,2010-12-29 10:29:01+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
71,2014-11-11 15:24:58+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
72,2010-12-29 10:28:37+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
73,2014-11-11 15:25:32+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
74,2014-11-11 15:25:32+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
75,2014-11-11 15:25:32+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
76,2014-11-11 15:25:32+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
77,2014-11-11 15:24:58+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
78,2010-12-29 10:28:58+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
79,2014-11-11 15:24:59+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
80,2014-11-11 15:24:59+01:00,26711939,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
81,2010-12-29 10:28:52+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
82,2010-12-29 10:28:56+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
83,2015-05-27 01:39:56+02:00,31490498,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
84,2017-09-29 23:48:46+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
85,2017-09-29 23:48:47+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
86,2017-09-29 23:48:47+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
87,2017-09-29 23:48:47+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
88,2017-09-29 23:48:47+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
89,2010-12-29 10:29:12+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
90,2010-12-29 10:28:48+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
91,2017-09-29 23:48:47+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
92,2017-09-29 23:48:48+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
93,2017-09-29 23:48:48+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
94,2017-09-29 23:48:48+02:00,52495271,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
95,2010-12-29 10:28:30+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
96,2013-12-14 20:15:20+01:00,19453225,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-605-gbec0ea7'}"
97,2013-12-14 20:15:21+01:00,19453225,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-605-gbec0ea7'}"
98,2010-12-29 10:29:19+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
99,2015-05-27 01:39:56+02:00,31490498,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
100,2015-05-27 01:39:56+02:00,31490498,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
101,2015-05-27 01:39:56+02:00,31490498,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
102,2017-09-29 23:48:49+02:00,52495271,{},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
103,2017-09-29 23:48:49+02:00,52495271,{},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
104,2017-09-28 02:06:55+02:00,52428518,{},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
105,2017-09-28 02:05:03+02:00,52428494,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
106,2017-09-28 02:06:55+02:00,52428518,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, align coastline'}"
107,2015-05-27 00:57:08+02:00,31490498,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
108,2010-12-29 10:28:42+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
109,2015-05-27 00:57:08+02:00,31490498,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
110,2012-09-05 09:45:17+02:00,12992077,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (5485 de)', 'comment': 'Marokko von GPS und Bing abgemalt'}"
111,2015-05-27 00:57:09+02:00,31490498,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
112,2015-05-27 00:57:09+02:00,31490498,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
113,2015-05-27 00:57:09+02:00,31490498,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
114,2015-05-27 00:57:10+02:00,31490498,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
115,2012-09-05 09:45:19+02:00,12992077,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (5485 de)', 'comment': 'Marokko von GPS und Bing abgemalt'}"
116,2010-12-29 10:28:51+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
117,2017-09-30 02:48:37+02:00,52497302,{},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
118,2010-12-29 10:29:00+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
119,2010-12-29 10:28:52+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
120,2010-12-29 10:29:14+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
121,2017-10-02 22:43:02+02:00,52578428,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
122,2017-10-02 22:43:02+02:00,52578428,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
123,2010-12-29 10:28:41+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
124,2017-10-03 01:07:39+02:00,52580938,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
125,2010-12-29 10:28:37+01:00,6796100,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (3701 fr)', 'comment': '+bing'}"
126,2014-11-10 16:28:22+01:00,26689992,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
127,2017-10-03 01:07:39+02:00,52580938,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
128,2017-10-02 23:54:44+02:00,52579911,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
129,2014-11-10 16:49:31+01:00,26689992,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
130,2014-11-10 16:49:31+01:00,26689992,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
131,2014-11-10 16:49:31+01:00,26689992,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
132,2014-11-10 12:10:37+01:00,26682570,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
133,2012-01-21 02:51:42+01:00,10452284,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'JOSM/1.5 (4667 en_GB)', 'comment': 'fix minor coastline artifacts'}"
134,2017-10-02 23:54:45+02:00,52579911,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
135,2017-10-02 23:54:46+02:00,52579911,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
136,2015-05-27 01:39:57+02:00,31490498,"{'source': 'PGS', 'created_by': 'almien_coastlines'}","{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-650-gad99430'}"
137,2014-11-10 10:35:01+01:00,26682570,{'source': 'PGS'},"{'created_by': 'Potlatch 2', 'version': '2.3', 'build': '2.3-648-g9cab056'}"
138,2017-10-03 01:07:39+02:00,52580938,{'source': 'PGS'},"{'created_by': 'JOSM/1.5 (12712 en)', 'source': 'Bing', 'comment': 'Western Sahara, around Dakhla, align coastline'}"
